r_um,fluence_mJ_cm2
4.834782608695652328e+01,7.851239669421488099e-01
4.852173913043478137e+01,7.851239669421488099e-01
4.869565217391304657e+01,7.438016528925619486e-01
4.886956521739130466e+01,7.024793388429751984e-01
4.904347826086956275e+01,7.024793388429751984e-01
4.921739130434782794e+01,7.024793388429751984e-01
4.939130434782608603e+01,6.611570247933884481e-01
4.956521739130435122e+01,6.198347107438016979e-01
4.973913043478260931e+01,6.198347107438016979e-01
4.991304347826086740e+01,4.132231404958677801e-01
