t	wavelength_um	x_um	m	epsilon_real	epsilon_imag
0.7	5.4	-21.4114114114114	0.0670766898199489	14.6336839190464	0.0343510456732784
0.7	5.4	-21.3513513513514	0.0687853152096997	14.6473294034884	0.0352838873669406
0.7	5.4	-21.2912912912913	0.0707169068247613	14.6627824160142	0.0363420956379657
0.7	5.4	-21.2312312312312	0.072669621555905	14.6784334762077	0.0374158138704727
0.7	5.4	-21.1711711711712	0.0738957010938252	14.6882755045762	0.0380920158606647
0.7	5.4	-21.1111111111111	0.0750466762190091	14.6975251814429	0.0387282266257717
0.7	5.4	-21.0510510510511	0.075290765560402	14.6994880889988	0.0388633272936415
0.7	5.4	-20.990990990991	0.0757179219078397	14.7029242830345	0.039099903808445
0.7	5.4	-20.9309309309309	0.0771824579561977	14.7147162153688	0.0399124782100364
0.7	5.4	-20.8708708708709	0.0786469940045556	14.726524735268	0.0407273108284512
0.7	5.4	-20.8108108108108	0.0801115300529134	14.7383498775995	0.0415444087991916
0.7	5.4	-20.7507507507508	0.0811254396248535	14.7465462703767	0.0421114228146613
0.7	5.4	-20.6906906906907	0.0811254396248535	14.7465462703767	0.0421114228146613
0.7	5.4	-20.6306306306306	0.0815028392988534	14.7495991911871	0.0423227566771757
0.7	5.4	-20.5705705705706	0.0824791966644252	14.7575024389828	0.0428701936604838
0.7	5.4	-20.5105105105105	0.083512351742129	14.7658735325181	0.0434505822619332
0.7	5.4	-20.4504504504505	0.0846107537783974	14.774782422961	0.0440688737252985
0.7	5.4	-20.3903903903904	0.0854434739546111	14.7815427119617	0.044538472678425
0.7	5.4	-20.3303303303303	0.0860536973080935	14.7865001455753	0.0448830699631304
0.7	5.4	-20.2702702702703	0.0867399638794714	14.7920788363718	0.0452710868262574
0.7	5.4	-20.2102102102102	0.0874722319036503	14.7980355472288	0.045685671260712
0.7	5.4	-20.1501501501502	0.0887184957524933	14.8081830899572	0.0463925897551682
0.7	5.4	-20.0900900900901	0.0901830318008512	14.8201234956756	0.0472254618010909
0.7	5.4	-20.03003003003	0.0920287227438458	14.8351955435085	0.04827840287593
0.7	5.4	-19.96996996997	0.0939814374749896	14.8511708568812	0.0493964316830886
0.7	5.4	-19.9099099099099	0.0948850374407231	14.8585734986559	0.0499151966031551
0.7	5.4	-19.8498498498498	0.0956173054649021	14.8645772738033	0.0503362534165415
0.7	5.4	-19.7897897897898	0.0977239842421553	14.8818734371343	0.0515508811369862
0.7	5.4	-19.7297297297297	0.099929237561125	14.9000167878738	0.0528275765026898
0.7	5.4	-19.6696696696697	0.102614220316448	14.9221595077557	0.0543892666307683
0.7	5.4	-19.6096096096096	0.10515838229789	14.9431942572145	0.0558764489763869
0.7	5.4	-19.5495495495495	0.106378829004855	14.9533032134035	0.0565924247454668
0.7	5.4	-19.4894894894895	0.107684706981307	14.9641331029497	0.0573603690335224
0.7	5.4	-19.4294294294294	0.109393332371058	14.9783238691454	0.0583680534938342
0.7	5.4	-19.3693693693694	0.111256860612077	14.9938281291958	0.0594708521085804
0.7	5.4	-19.3093093093093	0.113575709355311	15.0131599864341	0.0608485990203493
0.7	5.4	-19.2492492492492	0.115935161421679	15.0328753361815	0.0622567588131327
0.7	5.4	-19.1891891891892	0.118376054835609	15.0533191238724	0.0637202340019494
0.7	5.4	-19.1291291291291	0.120113783185295	15.0679033209021	0.0647662938582424
0.7	5.4	-19.0690690690691	0.120846051209474	15.0740564504879	0.0652081414867707
0.7	5.4	-19.009009009009	0.123074539956134	15.0928092788478	0.0665566259574016
0.7	5.4	-18.9489489489489	0.126857924747725	15.1247406941122	0.0688592409003686
0.7	5.4	-18.8888888888889	0.129460292649038	15.1467734560497	0.0704528124012141
0.7	5.4	-18.8288288288288	0.131168918038789	15.1612701246359	0.0715034387471221
0.7	5.4	-18.7687687687688	0.133114826432529	15.1778097418318	0.0727041806801432
0.7	5.4	-18.7087087087087	0.135189585834369	15.1954795411828	0.073989392226386
0.7	5.4	-18.6486486486486	0.136554608535851	15.2071245759935	0.0748377600977191
0.7	5.4	-18.5885885885886	0.137653010572119	15.2165064693257	0.0755220429025714
0.7	5.4	-18.5285285285285	0.140914889097773	15.2444275998552	0.0775626848382406
0.7	5.4	-18.4684684684685	0.144698273889364	15.2769258507174	0.079945714134506
0.7	5.4	-18.4084084084084	0.146862219781329	15.2955684230401	0.0813165539640963
0.7	5.4	-18.3483483483483	0.148814934512473	15.3124256238681	0.0825585075017917
0.7	5.4	-18.2882882882883	0.149944551820284	15.3221922110794	0.0832791019444826
0.7	5.4	-18.2282282282282	0.151120405282187	15.3323702088454	0.0840308640582369
0.7	5.4	-18.1681681681682	0.154049477378903	15.3577756169577	0.0859109667358644
0.7	5.4	-18.1081081081081	0.157008121838134	15.3835128799631	0.0878209009428043
0.7	5.4	-18.048048048048	0.160181283276242	15.4112007788691	0.0898815157194891
0.7	5.4	-17.987987987988	0.162939492833983	15.4353393596294	0.0916829917980629
0.7	5.4	-17.9279279279279	0.164037894870251	15.4449706230619	0.092403081583148
0.7	5.4	-17.8678678678679	0.165612740524815	15.458798039535	0.0934382000271719
0.7	5.4	-17.8078078078078	0.168419767950834	15.4834983926009	0.0952910779443646
