profile	wavelength_um	x_um	m	n_eff	k_eff
1	3.5	-28.1381381381381	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-28.0780780780781	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-28.018018018018	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-27.957957957958	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-27.8978978978979	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-27.8378378378378	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-27.7777777777778	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-27.7177177177177	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-27.6576576576577	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-27.5975975975976	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-27.5375375375375	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-27.4774774774775	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-27.4174174174174	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-27.3573573573574	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-27.2972972972973	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-27.2372372372372	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-27.1771771771772	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-27.1171171171171	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-27.0570570570571	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-26.996996996997	0.0183242603333927	3.80395047897029	0.000725237050135994
1	3.5	-26.9369369369369	0.0195126633482797	3.80518912468747	0.000772904084239457
1	3.5	-26.8768768768769	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-26.8168168168168	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-26.7567567567568	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-26.6966966966967	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-26.6366366366366	0.0208884683770529	3.80662436085316	0.000828185264769246
1	3.5	-26.5765765765766	0.0220768713919399	3.80786519453106	0.000876020791384969
1	3.5	-26.5165165165165	0.0228310502283105	3.80865317371351	0.000906418581527421
1	3.5	-26.4564564564565	0.0228310502283105	3.80865317371351	0.000906418581527421
1	3.5	-26.3963963963964	0.0228310502283105	3.80865317371351	0.000906418581527421
1	3.5	-26.3363363363363	0.0228310502283105	3.80865317371351	0.000906418581527421
1	3.5	-26.2762762762763	0.0228310502283105	3.80865317371351	0.000906418581527421
1	3.5	-26.2162162162162	0.0228310502283105	3.80865317371351	0.000906418581527421
1	3.5	-26.1561561561562	0.022115723028965	3.80790577739535	0.000877585966863587
1	3.5	-26.0960960960961	0.0209273200140781	3.80666491051498	0.000829747881364657
1	3.5	-26.036036036036	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-25.975975975976	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-25.9159159159159	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-25.8558558558559	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-25.7957957957958	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-25.7357357357357	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-25.6756756756757	0.019457813978362	3.80513193413234	0.000770702351790639
1	3.5	-25.6156156156156	0.0182694109634748	3.80389333514334	0.000723038913347006
1	3.5	-25.5555555555556	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-25.4954954954955	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-25.4354354354354	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-25.3753753753754	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-25.3153153153153	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-25.2552552552553	0.018541372422651	3.80417669443669	0.000733939635325724
1	3.5	-25.1951951951952	0.019729775437538	3.8054155251496	0.000781620905719814
1	3.5	-25.1351351351351	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-25.0750750750751	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-25.015015015015	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-24.954954954955	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-24.8948948948949	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-24.8348348348348	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-24.7747747747748	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-24.7147147147147	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-24.6546546546547	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-24.5945945945946	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-24.5345345345345	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-24.4744744744745	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-24.4144144144144	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-24.3543543543544	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-24.2942942942943	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-24.2342342342342	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-24.1741741741742	0.0205479452054795	3.80626900140378	0.000814492965148809
